477	9831
478	9833
479	9835
480	9836
481	9838
482	9839
483	9841
484	9843
485	9844
486	9846
487	9847
488	9849
489	9850
490	9852
491	9853
492	9855
493	9856
494	9857
495	9859
496	9860
497	9862
498	9863
499	9864
500	9866
501	9867
502	9868
503	9870
504	9871
505	9872
506	9873
507	9875
508	9876
509	9877
510	9878
511	9880
512	9881
513	9882
514	9883
515	9884
516	9885
517	9886
518	9888
519	9889
520	9890
521	9891
522	9892
523	9893
524	9894
525	9895
526	9896
527	9897
528	9898
529	9899
530	9900
531	9901
532	9902
533	9903
534	9904
535	9905
536	9906
537	9907
538	9908
539	9909
540	9910
541	9910
542	9911
543	9912
544	9913
545	9914
546	9915
547	9916
548	9916
549	9917
550	9918
551	9919
552	9920
553	9920
554	9921
555	9922
556	9923
557	9924
558	9924
559	9925
560	9926
561	9927
562	9927
563	9928
564	9929
565	9929
566	9930
567	9931
568	9931
569	9932
570	9933
571	9933
572	9934
573	9935
574	9935
575	9936
576	9937
577	9937
578	9938
579	9939
580	9939
581	9940
582	9940
583	9941
584	9941
585	9942
586	9943
587	9943
588	9944
589	9944
590	9945
591	9945
592	9946
593	9946
594	9947
595	9948
596	9948
597	9949
598	9949
599	9950
600	9950
601	9951
602	9951
603	9952
604	9952
605	9952
606	9953
607	9953
608	9954
609	9954
610	9955
611	9955
612	9956
613	9956
614	9956
615	9957
616	9957
617	9958
618	9958
619	9959
620	9959
621	9959
622	9960
623	9960
624	9961
625	9961
626	9961
627	9962
628	9962
629	9962
630	9963
631	9963
632	9964
633	9964
634	9964
635	9965
636	9965
637	9965
638	9966
639	9966
640	9966
641	9967
642	9967
643	9967
644	9968
645	9968
646	9968
647	9969
648	9969
649	9969
650	9969
651	9970
652	9970
653	9970
654	9971
655	9971
656	9971
657	9972
658	9972
659	9972
660	9972
661	9973
662	9973
663	9973
664	9973
665	9974
666	9974
667	9974
668	9974
669	9975
670	9975
671	9975
672	9975
673	9976
674	9976
675	9976
676	9976
677	9977
678	9977
679	9977
680	9977
681	9977
682	9978
683	9978
684	9978
685	9978
686	9979
687	9979
688	9979
689	9979
690	9979
691	9980
692	9980
693	9980
694	9980
695	9980
696	9981
697	9981
698	9981
699	9981
700	9981
701	9981
702	9982
703	9982
704	9982
705	9982
706	9982
707	9983
708	9983
709	9983
710	9983
711	9983
712	9983
713	9983
714	9984
715	9984
716	9984
717	9984
718	9984
719	9984
720	9985
721	9985
722	9985
723	9985
724	9985
725	9985
726	9985
727	9986
728	9986
729	9986
730	9986
731	9986
732	9986
733	9986
734	9987
735	9987
736	9987
737	9987
738	9987
739	9987
740	9987
741	9987
742	9988
743	9988
744	9988
745	9988
746	9988
747	9988
748	9988
749	9988
750	9988
751	9989
752	9989
753	9989
754	9989
755	9989
756	9989
757	9989
758	9989
759	9989
760	9989
761	9990
762	9990
763	9990
764	9990
765	9990
766	9990
767	9990
768	9990
769	9990
770	9990
771	9991
772	9991
773	9991
774	9991
775	9991
776	9991
777	9991
778	9991
779	9991
780	9991
781	9991
782	9991
783	9992
784	9992
785	9992
786	9992
787	9992
788	9992
789	9992
790	9992
791	9992
792	9992
793	9992
794	9992
795	9992
796	9993
797	9993
798	9993
799	9993
800	9993
801	9993
802	9993
803	9993
804	9993
805	9993
806	9993
807	9993
808	9993
809	9993
810	9993
811	9993
812	9994
813	9994
814	9994
815	9994
816	9994
817	9994
818	9994
819	9994
820	9994
821	9994
822	9994
823	9994
824	9994
825	9994
826	9994
827	9994
828	9994
829	9994
830	9995
831	9995
832	9995
833	9995
834	9995
835	9995
836	9995
837	9995
838	9995
839	9995
840	9995
841	9995
842	9995
843	9995
844	9995
845	9995
846	9995
847	9995
848	9995
849	9995
850	9995
851	9995
852	9996
853	9996
854	9996
855	9996
856	9996
857	9996
858	9996
859	9996
860	9996
861	9996
862	9996
863	9996
864	9996
865	9996
866	9996
867	9996
868	9996
869	9996
870	9996
871	9996
872	9996
873	9996
874	9996
875	9996
876	9996
877	9996
878	9996
879	9996
880	9996
881	9997
882	9997
883	9997
884	9997
885	9997
886	9997
887	9997
888	9997
889	9997
890	9997
891	9997
892	9997
893	9997
894	9997
895	9997
896	9997
897	9997
898	9997
899	9997
900	9997
901	9997
902	9997
903	9997
904	9997
905	9997
906	9997
907	9997
908	9997
909	9997
910	9997
911	9997
912	9997
913	9997
914	9997
915	9997
916	9997
917	9997
918	9997
919	9997
920	9997
921	9997
922	9998
923	9998
924	9998
925	9998
926	9998
927	9998
928	9998
929	9998
930	9998
931	9998
932	9998
933	9998
934	9998
935	9998
936	9998
937	9998
938	9998
939	9998
940	9998
941	9998
942	9998
943	9998
944	9998
945	9998
946	9998
947	9998
948	9998
949	9998
950	9998
951	9998
952	9998
953	9998
954	9998
955	9998
956	9998
957	9998
958	9998
959	9998
960	9998
961	9998
962	9998
963	9998
964	9998
965	9998
966	9998
967	9998
968	9998
969	9998
970	9998
971	9998
972	9998
973	9998
974	9998
975	9998
976	9998
977	9998
978	9998
979	9998
980	9998
981	9998
982	9998
983	9998
984	9998
985	9998
986	9998
987	9998
988	9998
989	9998
990	9998
991	9999
992	9999
993	9999
994	9999
995	9999
996	9999
997	9999
998	9999
999	9999
